Protein ID,Gene ID,Gene name,Adrenal gland,Appendix,Brain,Colon,Duodenum,Endometrium,Esophagus,Fallopian tube,Fat,Gallbladder,Heart,Kidney,Liver,Lung,Lymph node,Ovary,Pancreas,Placenta,Prostate,Rectum,Salivary gland,Small intestine,Smooth muscle,Spleen,Stomach,Testis,Thyroid,Tonsil,Urinary bladder
ENSP00000357429,ENSG00000164434,FABP7,123310,5640,8167090,5681,40579,29397,0,15281,6167,5249,81111,5872,0,76748,540,55410,36267,49050,40585,0,22413,29717,9855,28376,12141,82610,0,756,32177
ENSP00000357435;ENSP00000401303;ENSP00000357430;ENSP00000357438,ENSG00000160691,SHC1,56443,6664,2745,27153,178755,46212,72950,34636,28868,40768,87096,19961,124349,78470,41598,46951,33674,55505,81952,68481,76349,152872,29888,18044,56635,35156,24490,18874,19260
ENSP00000357442,ENSG00000163348,PYGO2,4615,3714,332,47027,4507,14925,0,19017,86650,286,0,7438,9423,35941,762,3004,0,13229,1057,13008,9412,9111,4387,15430,265527,23232,3480,2399,1834
ENSP00000357448;ENSP00000357450,ENSG00000163346,PBXIP1,271020,76649,600582,56042,255300,175687,399777,130674,933861,394659,269991,80595,137886,196179,52828,230433,278700,253253,209018,613445,127349,227385,88993,511728,279519,145855,50599,17678,265296
ENSP00000357452,ENSG00000163344,PMVK,285480,202166,664787,94076,1570280,233781,762637,330042,285173,225186,332033,676432,1408753,595235,62391,302247,208041,197138,568532,284137,310903,816745,212999,423533,686586,638551,263072,150042,252197
ENSP00000357453,ENSG00000111885,MAN1A1,53852,16497,1365,1147420,216074,10674,21641,8700,181847,91194,5979,387215,158327,137436,8531,28227,86523,25812,15775,55792,37918,202054,9953,34330,57863,28024,4284,13962,38042
ENSP00000357459,ENSG00000160710,ADAR,184984,149605,279927,131913,302040,163666,166035,294440,175367,140156,134916,196385,499608,788808,112213,240190,255615,164175,171225,549182,141711,701535,121982,172527,237741,164374,129938,78478,169537
ENSP00000357475,ENSG00000143515,ATP8B2,79,392,148,0,112,2075,1245,215,0,781,110474,0,0,139,259,0,401,0,1043,1865,0,919,2400,219,0,2750,836,54,457
ENSP00000357474;ENSP00000357477,ENSG00000111860,CEP85L,1278,2009,0,5675,0,0,0,0,2287,0,0,0,0,84,80,0,0,2928,0,0,0,0,0,406,0,903,0,5323,0
ENSP00000357480,ENSG00000153989,NUS1,0,0,24292,0,1487,0,0,0,0,0,0,0,0,86,0,0,0,1156,0,0,0,0,0,0,0,1023,0,3166,0
ENSP00000357484,ENSG00000047932,GOPC,115357,35341,104787,147905,310525,158398,160872,44381,119611,139180,193838,60488,1248812,232341,28973,245946,82573,169521,143978,342729,298424,60485,65159,21131,172619,341545,168218,17089,83669
ENSP00000357490,ENSG00000143569,UBAP2L,0,8784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4789,0,0,0,0,0,5515,8648
ENSP00000357507,ENSG00000143612,C1orf43,8501,0,11353,8313,11555,0,4151,5085,0,0,0,3782,4596,2486,0,1871,75070,0,1337,2674,72114,0,0,0,1907,10658,1094,659,1058
ENSP00000357511,ENSG00000163263,C1orf189,0,0,0,0,0,0,0,139511,0,0,13483,0,0,12641,353,2186,966,0,0,0,0,0,0,0,0,1406,0,0,13059
ENSP00000357516,ENSG00000143549,TPM3,73688,16718,467844,30753,40661,16277,62972,11839,63130,75248,898883,1273,61338,17657,16151,31472,29313,30072,85403,67759,7650,42099,18220,17210,23000,179057,2822,19547,26566
ENSP00000357521,ENSG00000143549,TPM3,3195979,1443597,2521812,4042773,3019409,2446039,2664243,2320412,3081192,6812001,1465374,2400067,4524830,6531075,1840041,3851578,311604,3097728,1171676,3404488,1082870,5829646,712820,3058299,3846858,1193044,1185666,1870593,1709465
ENSP00000357535,ENSG00000127884,ECHS1,2336082,523983,4184154,1145816,5506347,999464,1476260,1120538,6043485,1245427,18205004,35430795,79387085,1699977,567893,558989,1213773,921442,3963255,3326892,12771653,5885031,966636,1441488,2520399,2624613,2596139,645925,1653799
ENSP00000357542,ENSG00000165828,PRAP1,5873,1816,1716,3699,499557,834,0,1323,26798,11554,0,8010,40369,0,61,1391,218,600,75,2033,561,345003,161,82,17346,7684,316,0,0
ENSP00000357545,ENSG00000183807,FAM162B,91428,0,755,14713,0,0,0,17457,0,7790,0,0,0,0,0,0,0,90878,0,0,4638,0,0,0,0,0,4699,0,9644
ENSP00000252939;ENSP00000357546,ENSG00000130643,CALY,785,0,0,0,0,0,0,0,0,0,0,0,1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSP00000357547,ENSG00000143552,NUP210L,5011,880,0,23,399,335,415,0,0,0,0,608,1667,0,14109,32,931,0,1287,10827,0,381,14226,0,439,19525,0,0,132
ENSP00000357551;ENSP00000446093;ENSP00000252936,ENSG00000130640,TUBGCP2,104971,19578,83013,35807,101669,70574,60072,147452,73367,47834,89468,37185,80377,117519,24181,45361,55851,55073,81965,75395,52140,58583,77793,49812,49114,192228,38827,15814,31561
ENSP00000357552;ENSP00000348704,ENSG00000196911,KPNA5,0,0,5868,0,0,0,0,478,0,0,0,0,459,106,0,0,0,0,0,0,0,0,0,0,0,13936,0,0,0
ENSP00000357555,ENSG00000177954,RPS27,1375372,4438586,3645079,4422449,4905513,3450497,2023847,2317986,3619772,1008827,2337614,1723623,7150767,12847307,1634752,3997746,30418237,1940277,135589,2730118,5184984,5783577,2447981,2290068,6774399,185247,2032375,2612086,3802453
ENSP00000357564,ENSG00000143545,RAB13,98143,48566,153423,49313,115016,143393,152611,32073,129494,240307,54849,113527,202189,277370,46973,142410,247661,89689,684533,51901,201143,132117,71380,92093,97355,78107,111699,33452,386971
ENSP00000357565,ENSG00000153975,ZUFSP,702,0,124,1851,8596,0,1283,1762,0,0,8153,0,0,568,0,1780,0,0,0,0,0,6378,0,0,0,7234,0,0,0
ENSP00000357575,ENSG00000171811,CFAP46,0,834,64,2645,3442,2537,5678,7311,26288,975,144,0,0,1459,0,11691,270,6870,2628,761,0,502,1423,368,896,1362,0,844,7761
ENSP00000357583,ENSG00000068383,INPP5A,72614,19347,129097,20934,137622,93938,95903,50240,107525,47505,179315,29807,57191,14148,8066,5464,51184,46031,764273,89529,47485,72383,97888,39895,66969,84086,16816,1599,14458
ENSP00000357588,ENSG00000178033,FAM26E,21300,15239,0,22723,90193,6168,35822,11647,85279,109628,26545,9847,21049,45169,0,5374,0,133132,25302,36004,9322,19566,51509,9932,50154,19103,4253,1135,24148
ENSP00000357594,ENSG00000188820,FAM26F,4417,1718,0,0,6265,0,0,145,0,0,0,0,5797,147986,22298,5576,8146,0,0,0,3254,0,0,73247,0,0,0,1440,0
ENSP00000357596;ENSP00000271889;ENSP00000357592,ENSG00000143578,CREB3L4,310693,0,1260,3173,402,0,0,2774,18379,6936,0,0,13303,4924,3086,0,8037,0,6879,0,14498,14370,0,0,0,0,2020,6009,0
ENSP00000357597,ENSG00000189241,TSPYL1,29043,2761,19797,23680,11418,13818,13905,14924,31171,0,5435,3542,3563,37055,5885,59334,31861,0,6850,16990,1503,10481,7315,6573,11364,33426,13345,28630,204
ENSP00000357622,ENSG00000160741,CRTC2,10592,1356,7731,1116,12356,5875,1678,4297,435,2620,4546,7439,21802,6658,8973,0,192,12415,6480,3780,6658,7039,2390,5552,2704,3102,1840,10092,11038
ENSP00000357637;ENSP00000347463,ENSG00000108001,EBF3,0,0,0,0,0,0,0,0,2025,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSP00000357651,ENSG00000074935,TUBE1,297,0,207,249,4694,628,0,1697,1676,269,2005,0,52297,196,0,889,2367,1808,0,1505,277,1013,607,0,724,28268,0,151,28781
ENSP00000357656;ENSP00000346671,ENSG00000010810,FYN,12493,27397,262409,10454,14656,6198,7521,8020,48514,2313,14426,6168,16918,37178,7219,4739,45023,12222,5349,0,523,40676,13887,31388,22756,6275,10492,9977,20090
ENSP00000357660,ENSG00000180745,CLRN3,0,0,0,2457,579840,1440,6701,0,0,25139,0,61935,1166603,0,0,7134,0,0,0,55617,0,96337,0,0,0,5017,0,0,0
ENSP00000357665,ENSG00000148848,ADAM12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183,0,0,0,0,0,0,0,0,0,0,0
ENSP00000357668,ENSG00000148848,ADAM12,2850,0,101,0,8269,1844,613,0,0,9552,2394,0,0,6403,275,1604,162,568007,281,3512,0,5313,497,0,0,13858,1131,0,4648
ENSP00000357669,ENSG00000169418,NPR1,2237,606,3089,5808,18058,3403,19470,20702,50375,33844,10391,3368,18415,30,357,7126,1077,10693,15474,6438,356,15909,13582,0,1154,1599,743,0,20056
ENSP00000357674,ENSG00000143553,SNAPIN,420912,91720,199319,112341,648929,247663,301553,183825,307132,349148,331102,105664,285199,466690,200634,194023,247890,213785,289261,300283,504555,147447,51397,225362,225927,436210,362464,64555,134279
ENSP00000357684;ENSP00000357682,ENSG00000203780,FANK1,22609,0,0,0,0,599,0,15033,0,0,0,0,0,0,0,229,3708,4968,9210,0,0,0,843,0,0,12692,0,0,1078
ENSP00000357694;ENSP00000357693;ENSP00000357692;ENSP00000357695,ENSG00000188643,S100A16,243784,611057,1017351,1719682,1108543,504757,19211397,881610,690139,1513755,7790193,605129,382866,8679160,105632,969086,330817,351160,183137,1317013,514883,2066751,476896,689808,1343534,118570,657877,728483,463074
ENSP00000357701;ENSP00000357702,ENSG00000188015,S100A3,0,0,1302,0,0,9734,0,0,0,0,0,0,0,16604,1007,0,0,5752,0,0,0,0,11389,0,0,6772,0,0,8652
ENSP00000357704;ENSP00000357703;ENSP00000357705;ENSP00000346294,ENSG00000196154,S100A4,7824518,11313907,878479,6385950,16479142,6025202,9754759,9062999,25499955,11457271,3491118,5733592,2257607,13955681,3163068,1370925,2235951,10141019,20836394,13478289,10810681,1540158,9219369,5254945,8949616,82924,1019123,2953301,9755258
ENSP00000357711;ENSP00000357712,ENSG00000143556,S100A7,0,33705,0,0,7654,21416,54315,3960,57407,720,55534,15925,0,5578,7599,2390756,61359,1768,10087,1765,3273,105203,3754,6966,2889,338848,9646,4085643,6325
ENSP00000357721;ENSP00000357722,ENSG00000143546,S100A8,3777336,24115631,301086,70164,334166,71350,6454373,70424,15277388,524970,632411,264830,918333,627785,237577,2351817,381312,419093,7226131,513850,793875,488002,143815,12288434,825031,20912,60471,24651081,30638441
ENSP00000357726,ENSG00000163221,S100A12,1714863,7833382,45241,125942,478845,35745,4210763,4594,29780246,1944818,316401,22289,1120949,256512,185315,441269,720010,927808,1030692,1487295,234400,1407823,15977,5870867,216253,156243,140099,370324,6850699
ENSP00000357727,ENSG00000163220,S100A9,4435380,33897621,106660,207820,509749,55750,15212686,128222,49541844,1661406,515811,408828,2620501,1742083,604401,2962829,1810462,977533,6877429,557677,1051016,791458,109708,6887086,608625,119428,90243,35641096,32193680
ENSP00000357731,ENSG00000203782,LOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3852,0
ENSP00000357737,ENSG00000159516,SPRR2G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83172,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSP00000357739;ENSP00000357740,ENSG00000203785,SPRR2E,0,0,0,1555,0,0,14040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61533,0
ENSP00000357744,ENSG00000196805,SPRR2B,0,0,0,0,0,0,20924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40093,0
ENSP00000353542;ENSP00000357746;ENSP00000357747;ENSP00000357745,ENSG00000163216,SPRR2D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6125,0
ENSP00000357748,ENSG00000107949,BCCIP,0,0,4456,3941,0,0,0,8060,0,0,5201,4386,13864,28769,2218,0,6616,0,0,2579,3035,0,0,0,2324,0,0,1143,0
ENSP00000357751,ENSG00000169474,SPRR1A,0,24916,0,0,0,24909,5548509,1294,0,1323378,16971,0,0,81514,3645,757401,0,0,0,0,0,41208,0,0,4290,0,0,1788474,31074
ENSP00000357753,ENSG00000163207,IVL,0,107364,5127,0,0,5902,1493594,1285,3658,9672,5929,7030,9567,143,609,2592254,1795,511,10124,0,125,5946,0,1730,87119,51348,8157,284823,297772
ENSP00000357754,ENSG00000163206,SMCP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2580,0,0,0
ENSP00000357764,ENSG00000198854,C1orf68,3278,9634,0,0,0,0,0,0,4782,0,0,0,1935,0,0,39408,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSP00000357769;ENSP00000357772,ENSG00000159455;ENSG00000187180,LCE2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1305,0
ENSP00000357775;ENSP00000357787,ENSG00000188690,UROS,127883,55294,153512,13831,61207,44894,59431,83219,56346,66766,62720,13524,205150,61743,25069,32338,334,32476,36625,75615,34483,49908,8747,98067,40347,57238,20598,12230,38606
ENSP00000357789,ENSG00000143631,FLG,0,150406,27,54,334,961,366,94559,490,13,446,23,984,323,0,454697,0,237,0,4,0,650,0,578,405,4136,152,58,0
ENSP00000357791,ENSG00000197915,HRNR,8509,1899,681,2878,4464,45,898,1272,3330,0,137,4932,9167,3334,32,10,41,13,7799,164,435,3645,9711,0,18950,50,1520,84,934
ENSP00000357799;ENSP00000357801,ENSG00000197747,S100A10,16190591,9968802,166510,8094155,19379043,10894917,15773766,5878541,47943291,20055488,15775415,5196662,3519997,15831342,5595259,16035037,7826853,18621792,8307304,19470021,7038555,13587253,4783654,5410350,7822713,18206589,1357601,3769404,4616729
ENSP00000357804,ENSG00000159445,THEM4,26487,6648,14424,24143,9981,1019,12999,7394,1169,0,55608,84574,90679,30729,17363,0,71911,13810,1509,1896,17378,0,0,2597,16519,4540,26580,4247,614
ENSP00000357812;ENSP00000357813;ENSP00000357819;ENSP00000395718;ENSP00000416645;ENSP00000357815,ENSG00000182134,TDRKH,9193,21112,80633,17190,34986,9525,26590,9390,31067,44590,54334,5599,89169,42617,11980,20480,13266,13114,45272,56713,17516,26904,66,26882,36034,347155,19232,5323,14687
ENSP00000357816,ENSG00000175029,CTBP2,67349,11290,147328,38060,181088,165038,64151,101526,44828,52139,55622,78370,26701,85219,17263,25582,39305,129497,121720,84741,48044,108599,102777,76808,117723,55434,176319,6868,75907
ENSP00000357823,ENSG00000143436,MRPL9,27235,1823,37100,47805,106187,20300,31490,7131,12583,2144,165173,37864,37133,86644,9836,9408,54895,4265,11854,72482,82545,54670,10735,4805,35285,10454,519,34484,16887
ENSP00000357829,ENSG00000203791,METTL10,7261,3921,6872,8236,11753,3384,8003,8298,3486,10159,6836,0,25415,14519,4456,11601,3256,0,24655,1619,509,7723,2233,3535,2117,21737,736,3416,7501
ENSP00000357835,ENSG00000107902,LHPP,1288701,186444,2328542,547183,3231164,1085200,1821063,619842,612527,809831,487414,1718212,6342564,389450,205234,391428,1049134,387190,936383,2647108,878878,748099,1811432,258145,2115109,1471454,1190378,297532,437317
ENSP00000357838,ENSG00000065154,OAT,1322497,62727,715733,298740,11197543,606359,328288,238372,223917,213671,216659,1563507,5075368,577788,18312,332615,127793,155655,292896,385056,1063161,6681769,515630,48490,416559,492233,2064809,82676,53394
ENSP00000357840,ENSG00000173214,KIAA1919,0,0,0,0,1325,0,0,0,0,0,0,2043,2288,6035,0,0,6500,4345,0,0,0,1049,0,0,0,2270,616,218,0
ENSP00000357841,ENSG00000143367,TUFT1,0,0,0,0,986,0,0,715,0,0,0,0,0,611,0,0,0,0,0,0,1776,0,0,0,0,0,0,0,0
ENSP00000357842,ENSG00000143367,TUFT1,180,1783,0,9473,11602,1314,5383,4631,0,3991,15398,0,0,47878,0,86734,0,9319,15452,9620,7280,5428,6808,0,14337,6662,150,9606,0
ENSP00000357844,ENSG00000112394,SLC16A10,2135,0,1021210,60793,3626,2691,69287,30,0,401254,5440,23492,13931,863,0,0,551094,3262637,79457,5145,781835,39949,5644,1002,6011,302,143616,241,672
ENSP00000271715;ENSP00000357856;ENSP00000376484,ENSG00000143442,POGZ,18950,32180,29043,12032,116813,49077,14967,23352,12221,18441,4765,12058,27369,60688,8098,35653,58462,12736,21529,24400,7149,32455,12846,24773,18145,38877,11067,14069,19264
ENSP00000357861;ENSP00000397261,ENSG00000143416,SELENBP1,2360366,928561,1014260,3343837,5186943,1038084,4757206,2664254,6898764,3114451,993197,2412595,16647079,1028541,532780,1080407,1085829,1351852,1919118,10177674,2384279,2784024,1878087,2191453,4468793,1994156,1822905,57903,902384
ENSP00000357863,ENSG00000155115,GTF3C6,0,1814,5293,0,6442,3284,30786,3346,4806,6991,15605,507,10217,3486,2640,11065,9964,4618,0,44519,2060,2052,692,0,4528,24035,601,0,1985
ENSP00000357866;ENSP00000357868,ENSG00000143393,PI4KB,14154,4344,29084,9119,41025,22919,13825,10584,17932,22551,1946,3172,6514,31021,4156,8421,14574,12505,7852,26256,22227,11511,11539,11988,8707,43045,9566,2841,4200
ENSP00000357873,ENSG00000196177,ACADSB,956599,141043,416946,268386,3071685,263032,432442,309228,576071,363393,6805395,6145965,29849371,420436,227441,68381,1465802,94340,749077,692030,1361635,885292,127303,188534,386150,771776,1132029,92266,250587
ENSP00000357876,ENSG00000159352,PSMD4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261,0,0,0,0,0,759,0,0
ENSP00000357879,ENSG00000159352,PSMD4,689868,127746,536018,191199,666945,320283,412058,240532,316705,416932,828010,311758,1261923,612599,144550,168165,52417,472081,814886,455105,487930,404327,217552,169988,364492,238500,203316,256026,181793
ENSP00000357880,ENSG00000123505,AMD1,0,0,1254,0,1004,0,0,210,0,0,0,0,0,0,0,3494,3879,0,899,0,0,0,0,0,0,0,0,0,0
ENSP00000357887,ENSG00000163159,VPS72,22866,19113,26249,17453,4903,28945,12316,56617,48741,10082,111577,15195,0,88561,5234,16909,0,25568,85550,10846,783,20497,16822,12901,3812,0,25326,10059,2659
ENSP00000357901,ENSG00000163156,SCNM1,0,0,0,0,3304,0,0,0,0,0,0,0,0,6884,0,0,0,0,0,0,0,0,2014,0,0,0,2201,224,652
ENSP00000357904,ENSG00000163155,LYSMD1,30208,1785,82735,1078,35991,10289,20254,8229,0,0,6940,3973,4131,7008,1304,10784,16066,5640,3082,8636,4999,31852,3912,0,1198,70542,6987,557,20330
ENSP00000357906,ENSG00000163154,TNFAIP8L2,118903,44285,24964,9699,129653,26184,65866,2411,165353,115224,25917,0,165387,48711,135157,46229,0,62610,4022,32155,37164,52014,11497,147359,13073,7548,1612,38969,109595
ENSP00000357907,ENSG00000155111,CDK19,4034,41022,1434,1972,3783,12304,6922,11515,0,5341,2554,5515,6818,33449,132,2309,1960,4848,6609,4660,3921,11301,3797,8270,1985,9555,329,2665,10753
ENSP00000357910;ENSP00000344148,ENSG00000143434,SEMA6C,0,2109,939,0,909,0,0,0,0,3970,653,0,0,934,276,0,0,0,0,386,0,123,0,0,0,2004,0,0,0
ENSP00000357914,ENSG00000143458,GABPB2,1948,0,2076,926,5515,0,1840,10890,0,424,0,0,0,6400,8950,4779,0,2225,7112,0,2987,0,1774,5403,5054,9197,0,0,488
ENSP00000357917,ENSG00000213190,MLLT11,1185,0,40227,0,0,0,0,0,0,0,0,0,0,8190,13496,0,0,0,0,0,0,0,13331,0,0,0,0,732,0
ENSP00000357920,ENSG00000203797,DDO,9768,500,22592,1922,27493,0,9458,11832,6052,0,29384,45652,89815,2885,249,3069,2432,2947,1441,2404,2255,9250,1332,5877,0,0,18083,0,701
ENSP00000357922,ENSG00000143443,C1orf56,0,0,0,0,0,0,0,3474,0,3638,0,0,0,0,0,0,0,0,872,638,0,0,0,0,0,13495,622,0,0
ENSP00000304370;ENSP00000357928,ENSG00000168438,CDC40,48873,86742,28954,71393,147576,48092,32629,48956,34272,86091,46453,41205,59025,210281,69691,109874,36445,19681,440241,321111,52792,63670,22307,322430,130092,56321,23194,26018,58327
ENSP00000357943,ENSG00000143412,ANXA9,1948,4560,2920,4552,5313,8063,2461,108626,4072,155743,578,180393,219366,832,1468,40800,34334,14842,5194,10701,10338,1470,5088,2134,1880,3889,77668,34989,43609
ENSP00000271688;ENSP00000357950,ENSG00000143418,CERS2,455578,5756,129693,6839,36228,4822,7868,35838,6025,0,106684,266564,1284387,135501,4480,1245,11601,82105,91570,17599,81170,71884,76488,29816,42105,9400,66056,1189,7556
ENSP00000342210;ENSP00000343175;ENSP00000357951;ENSP00000357905;ENSP00000484603,ENSG00000187908,DMBT1,87,2080,62,0,95821,0,381,0,0,9705,0,0,15713,2527,0,548,0,0,0,10703,3221,72912,0,0,0,103,35,0,660
ENSP00000357965;ENSP00000271640,ENSG00000143379,SETDB1,23238,7412,8998,4322,280231,10012,13361,8892,47134,18149,18149,10142,71333,41937,16523,7725,4835,8246,63297,9232,1819,65797,24792,4931,32154,14579,2794,3803,10342
ENSP00000357973,ENSG00000135537,LACE1,12018,3271,32464,41129,67409,13262,8019,12459,9427,16846,244101,92852,226269,8014,1028,3306,18140,9441,6058,21894,44451,31386,25296,4542,12964,4577,9525,4912,1243
ENSP00000357980,ENSG00000166033,HTRA1,473093,11960,162401,365993,188880,143284,511825,60212,95449,493218,106246,65077,41622,634325,26965,957580,1795777,982722,254101,245538,48456,44824,64627,72104,213546,78618,85665,9080,211974
ENSP00000357981,ENSG00000163131,CTSS,170224,875170,6003,889468,586672,28738,298505,80909,317214,593075,98829,56757,757717,670997,108339,82998,38294,24136,47414,453677,57105,824844,49912,760969,234899,83456,26309,71832,609411
ENSP00000326489;ENSP00000357991;ENSP00000355167,ENSG00000143452,HORMAD1,0,0,0,0,2607,0,0,0,0,0,0,0,11078,158,0,0,0,56431,45446,0,0,0,0,0,0,10399,0,0,0
ENSP00000357998,ENSG00000025796,SEC63,495544,42974,61896,67585,339252,108134,1271428,73982,1889353,224642,191560,104714,839864,317008,66715,346585,176628,103852,123548,179340,1769348,160664,31480,8672,203057,589004,454309,24450,79542
ENSP00000358001;ENSP00000334280,ENSG00000138162,TACC2,146904,77489,79056,44003,146856,27466,197375,47995,44438,55361,506922,64200,83080,59863,28073,75419,7830,247838,96084,322887,415922,69936,11042,182491,84879,24630,109331,5293,115741
ENSP00000358019,ENSG00000107672,NSMCE4A,6250,10597,3042,15007,14660,5797,7197,22029,0,13993,59245,211,12703,35628,12967,12094,703,1483,934,11383,550,42783,5863,1636,6957,15667,3519,9661,1758
ENSP00000358022,ENSG00000143384,MCL1,17945,2011,9588,10618,2889,14953,18389,14819,24214,23274,42515,5326,11841,80709,13179,10719,10060,10938,37167,13303,2049,10769,7648,0,13919,26203,7104,5865,0
ENSP00000358033,ENSG00000164494,PDSS2,4690,1581,339,4127,63105,1022,4288,6620,0,50178,9277,73841,127487,23314,219,1930,2293,3854,26007,18870,41839,24632,361,5567,3365,4196,65219,18585,9957
ENSP00000271643;ENSP00000358034,ENSG00000143382,ADAMTSL4,30664,7635,819,16497,58143,13353,69822,19894,70982,44494,71519,4465,3971,11692,2964,7847,1434,395930,12040,20921,4042,19722,7278,4748,62832,20703,4476,178,17060
ENSP00000358039,ENSG00000107669,ATE1,37945,23519,99463,20990,331136,130786,128350,52827,59911,235166,315819,57527,167090,34952,43798,73688,77284,30200,153506,157876,31800,159982,87724,155884,158246,169958,38654,19269,33946
ENSP00000358042,ENSG00000130348,QRSL1,54205,10895,57330,48228,131858,18786,39929,32656,33375,17788,79431,54742,105877,51974,7625,3608,88802,16239,39524,73580,25455,43842,14072,11207,24142,32493,231077,6642,19706
