Protein ID,Gene ID,Gene name,Adrenal gland,Appendix,Brain,Colon,Duodenum,Endometrium,Esophagus,Fallopian tube,Fat,Gallbladder,Heart,Kidney,Liver,Lung,Lymph node,Ovary,Pancreas,Placenta,Prostate,Rectum,Salivary gland,Small intestine,Smooth muscle,Spleen,Stomach,Testis,Thyroid,Tonsil,Urinary bladder
ENSP00000264449,ENSG00000124406,ATP8A1,87629,26085,202455,25146,14937,4794,85525,1485,20259,8977,42662,2285,0,265985,7880,10784,41104,2190,48463,35617,11726,6683,2806,26525,13894,6671,32392,2857,4118
ENSP00000264451,ENSG00000014824,SLC30A9,119808,6454,85825,22822,92214,25650,26165,40920,10707,32982,216477,98748,35248,33161,12134,25693,29337,13701,38887,48080,31192,49307,88529,23624,38424,172087,99759,5058,10653
ENSP00000264463,ENSG00000040731,CDH10,0,856,26901,2834,55,1709,1416,0,0,0,14095,3660,0,325,0,4966,2387,1097,184,0,0,0,0,0,3791,1348,1942,0,0
ENSP00000264474,ENSG00000121552,CSTA,241672,30359,6537,0,5104,0,252615,6847,101206,0,73178,0,43113,372763,36307,1461007,0,0,0,34246,30648,0,6582,0,16043,1972,0,45471,0
ENSP00000264485,ENSG00000080493,SLC4A4,2594,3059,1554131,72502,188447,4784,6808,354,8053,28505,4561,992904,40457,6418,333,10857,76842,3018,17733,149433,72,105438,3790,1444,39140,2868,2459,153,1158
ENSP00000264499,ENSG00000138686,BBS7,22397,16910,16312,1463,10201,23849,104997,38036,121145,26068,0,2281,13208,11063,837,29654,8785,35529,16986,2888,3494,1477,8697,20858,2806,29309,4428,9951,22438
ENSP00000264515,ENSG00000117222,RBBP5,22483,7205,32380,15103,137624,35368,25175,20500,1340,34473,0,9301,40508,69965,25876,9309,28944,10759,9778,9975,26058,31829,55478,4925,125309,89463,19652,26847,80465
ENSP00000264538,ENSG00000114446,IFT57,1139,0,2581,312,5342,5446,931,251620,1394,3669,61221,3003,2392,9255,16196,37057,1426,864,3935,5060,671,3726,1597,1135,1561,17143,2976,80,3444
ENSP00000264552,ENSG00000108106,UBE2S,0,0,4637,983,0,0,0,0,0,0,0,0,0,12862,41,4366,467,0,0,7176,0,6530,475,0,0,298,510,4947,0
ENSP00000264554,ENSG00000129946,SHC2,0,0,4129,0,35040,472,1507,0,0,0,804,0,2207,0,0,0,16587,213,778,0,0,0,384,535,657,636,0,0,0
ENSP00000264560,ENSG00000099864,PALM,3057,0,14803,0,0,0,0,0,0,0,0,8781,0,0,0,0,0,0,5123,0,0,0,0,1074,0,0,0,0,0
ENSP00000264595,ENSG00000038002,AGA,29525,4519,3693,6981,7153,0,17084,0,27422,17780,0,7731,8400,8810,363,3084,0,2256,502484,6701,43395,10916,0,3604,13519,348184,17904,6380,10829
ENSP00000264601,ENSG00000124839,RAB17,0,4964,1473,44669,124099,12418,11440,5304,0,1959,14425,188758,487722,6792,247,22044,7232,14166,7811,13909,67307,77677,0,628,6334,32337,33726,0,1160
ENSP00000264606,ENSG00000068024,HDAC4,16032,4993,49297,2330,28556,10955,33270,6880,9175,11635,12766,5939,10344,40433,3379,8738,923,2047,11200,24523,2871,16466,16608,4541,11814,31893,11067,3737,2660
ENSP00000264607,ENSG00000065802,ASB1,0,0,29083,1882,8311,4406,10582,5000,0,5155,36448,1907,4034,16658,466,0,0,0,11593,10957,605,0,5517,2789,6715,12555,2251,0,6603
ENSP00000264613,ENSG00000047457,CP,4101421,6374872,407642,3556631,3297173,1979448,7786304,1399127,38717472,16499468,2234303,2229575,3181206,1958764,777906,4630752,498702,7881974,4594154,3709129,1579594,3241870,2216305,687777,6302458,3557414,987724,114136,5071493
ENSP00000264638,ENSG00000108797,CNTNAP1,966,5790,873931,380,18144,33550,26537,1262,7058,8596,6145,1374,912930,3856,459,1136,9946,471,5370,4682,1704,3041,8160,1798,6159,72044,3489,1370,8188
ENSP00000264639,ENSG00000108344,PSMD3,1107426,1469698,918060,694034,1194755,647403,731477,564059,1995333,708007,1550412,447166,2425373,1755618,232400,478636,1231422,1053317,1161661,744200,1091747,1070641,456870,566200,797959,713827,529382,271757,697258
ENSP00000264645,ENSG00000108349,CASC3,4690,0,1768,5775,4303,17786,11891,6639,4294,5649,15224,351,5588,21395,1033,14264,14311,11599,16462,6102,1724,11314,21241,3002,10240,5778,2156,1692,13841
ENSP00000264649,ENSG00000033627,ATP6V0A1,502496,37331,1404419,99356,143189,51838,50701,28938,396437,144524,68250,569696,135601,133727,18506,53959,108891,193247,108849,93070,65108,103672,23711,100997,121383,164961,71186,14450,26009
ENSP00000264651,ENSG00000167916,KRT24,172,0,0,0,3039,0,206867,0,2333,6311,3096,10997,8000,5196,234,0,0,92531,4877,0,56,6233,19084,2275,0,0,0,124212,2765
ENSP00000264669,ENSG00000124279,FASTKD3,1262,1134,21883,403,12956,0,1974,0,0,2196,22944,3238,48921,4913,500,4669,6800,434,0,3041,860,6981,0,0,0,10681,16453,0,0
ENSP00000264670,ENSG00000037474,NSUN2,164088,200890,110645,123104,301363,194401,207110,244262,47293,94037,238900,82720,205042,1177364,96541,140946,187318,98479,255730,227586,119343,301868,83148,153618,236316,218333,124599,100550,197332
ENSP00000264674,ENSG00000085276,MECOM,0,0,0,164,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,436,889,0,0,0,0,0,0,0,0
ENSP00000325978;ENSP00000264676,ENSG00000114248,LRRC31,2045,0,0,5343,3011,27638,2147,0,0,0,0,0,0,0,0,477,2057,0,905,5043,592,2002,0,0,5950,0,0,0,0
ENSP00000264689,ENSG00000109775,UFSP2,283597,11142,244157,68174,280440,80117,88872,93978,149637,111743,470176,268856,766233,146112,30515,92102,1012064,237315,224122,146785,434162,264459,39724,45794,115897,441617,161155,16312,62929
ENSP00000264705,ENSG00000084774,CAD,72851,69439,108956,86549,252272,443985,115228,76381,81947,126173,24826,21613,106230,336896,60141,143510,103812,64131,93456,110474,62272,199925,48730,66405,88500,209791,44803,58347,113139
ENSP00000264710,ENSG00000084733,RAB10,2826482,1554165,2720210,1205931,1753597,1046979,1486657,1235311,2065529,1071632,2302170,1031491,1148832,2420493,314884,1428245,532772,1531576,804012,1572102,1345345,2557180,412050,1650952,2030140,2253883,883830,325360,642230
ENSP00000264717,ENSG00000084734,GCKR,4233,2493,8208,345,15262,3849,19813,622,2481,2891,3987,0,810720,696,877,0,4506,3035,3352,4782,0,6902,995,37099,2744,0,0,120,3012
ENSP00000264723,ENSG00000114646,CSPG5,0,0,938142,6706,0,3488,2772,431,405,0,10032,1574,0,0,0,859,8999,0,0,0,0,1334,0,0,1329,0,0,0,1150
ENSP00000264741,ENSG00000144668,ITGA9,27774,7590,15907,11366,97995,58456,90068,3763,3767,19933,116875,1796,252494,1512,5097,9886,9621,5373,52576,56151,1955,43161,22605,61855,31682,172086,2639,441,1198
ENSP00000264771,ENSG00000127419,TMEM175,22356,1895,3402,2216,2379,1374,3247,6378,10136,1119,0,3079,48359,5417,3474,1572,11233,635,545,5538,11304,6725,1186,4712,5561,0,12572,336,1421
ENSP00000264784,ENSG00000109667,SLC2A9,2546,0,173,1409,6722,21903,10086,660,0,28867,10015,62446,7225,13096,9052,0,0,6439,4878,2731,2017,0,0,1596,0,0,0,465,5965
ENSP00000347046;ENSP00000264805,ENSG00000138735,PDE5A,68673,27928,4527,37898,185873,50622,326055,54802,14561,35103,19015,6185,384,30082,8317,28494,40751,16983,290752,183476,15608,75363,17364,122754,57258,49399,12454,943,11557
ENSP00000264819,ENSG00000105556,MIER2,1798,0,0,0,0,881,474,237,0,374,0,0,0,1112,3348,257,0,251,4392,0,0,0,623,0,0,4554,0,0,0
ENSP00000264827,ENSG00000095066,HOOK2,35340,6664,2092,28161,82010,14348,15912,30376,46702,56637,76164,52436,124718,33080,4531,23375,154569,41857,178131,25794,116366,133151,3652,20842,56900,7919,53834,3338,14333
ENSP00000264828,ENSG00000080573,COL5A3,33672,2039,80,3848,3127,3381,54999,1063,16788,28290,24644,76409,2076,2873,1918,32724,1850,2538,19614,19313,3189,8546,72232,4277,24474,2138,14394,757,452012
ENSP00000264832,ENSG00000090339,ICAM1,130151,212648,14603,79262,350230,92446,428932,60199,535005,526522,149979,120231,281067,777148,151199,345785,110029,310108,74574,93043,55107,159032,39684,756504,80012,154634,17999,83244,247131
ENSP00000264834,ENSG00000105610,KLF1,0,1675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSP00000264852,ENSG00000072858,SIDT1,11732,2655,814,454,0,2039,685,145,1031,1030,0,2839,0,970,0,119,1994,0,556,552,3869,938,0,594,397,0,172,0,1232
ENSP00000264864,ENSG00000038210,PI4K2B,8919,938,140,3280,142782,4791,6291,2664,1223,18358,2669,1460,197678,8145,260,1412,30537,372,66598,4873,14382,63107,1036,0,10068,48169,1620,694,21492
ENSP00000264870,ENSG00000124491,F13A1,5440473,1869168,111379,2349952,940200,673555,6976388,237400,19946594,4695641,1112350,374054,208295,4338426,653387,2412850,573327,6776143,768675,2266731,757410,646623,824314,2732843,2345323,3293233,97691,188014,3938698
ENSP00000264896,ENSG00000138760,SCARB2,1059422,149291,815869,246749,821772,382272,411772,442099,593744,535832,733451,275048,2154732,643664,70199,219203,760698,692366,1942371,350944,836790,561645,235147,371557,560668,1060001,617412,55318,385392
ENSP00000264904,ENSG00000138768,USO1,955160,307898,449604,482029,1201749,705771,874756,543911,991609,921458,1183530,451721,2036546,1765131,170120,251667,1523707,950919,1286750,681483,2373709,1260246,212853,500646,1085532,1354847,609298,196510,748850
ENSP00000264908,ENSG00000138772,ANXA3,882133,3503408,182725,812310,1219134,639529,3678863,1131503,5328557,1664362,2375159,802476,1202918,1699852,78791,1300686,1754155,4243596,8971872,2109523,12503363,836474,601940,1984117,5802712,254291,2930987,177423,1856645
ENSP00000264914,ENSG00000113273,ARSB,39296,32678,79268,12841,79914,30668,66497,2936,78577,74077,135004,95934,69921,47521,1892,7233,17755,30426,14884,48414,10678,16112,14441,24206,294185,82337,489,7924,41534
ENSP00000264917,ENSG00000113231,PDE8B,1365,722,55832,316,3148,7100,455,19908,13715,1965,478,2568,419,856,417,292,1373,2605,7278,332,10201,1043,920,2183,1065,20751,48729,10,0
ENSP00000264926,ENSG00000070950,RAD18,963,5563,3970,0,4677,496,0,663,73072,0,0,0,0,0,0,1256,781,21249,3606,0,0,34948,0,0,60971,1678,10861,1910,0
ENSP00000264932,ENSG00000073578,SDHA,4469605,615732,1569168,1308053,7614742,1303205,2675933,1105168,2583933,1278327,34319758,8155686,12535894,2190713,786855,677903,2179617,827563,1543492,3134909,3137178,5270883,814065,979727,1577992,1736760,1244069,381880,1233030
ENSP00000264933,ENSG00000249915,PDCD6,1286886,659875,1795350,566480,2176777,1268978,1846351,1257042,1557497,770315,1967410,765982,591836,2168573,217481,810073,1540905,1489362,2139694,1333896,1183700,988419,1502830,1483745,923655,1527076,1189450,364150,1439612
ENSP00000264935,ENSG00000112877,CEP72,0,0,0,0,0,1964,0,316841,0,0,0,823,0,0,0,0,806,0,0,0,610,0,0,0,0,2393,510,0,3456
ENSP00000264951,ENSG00000114127,XRN1,0,0,0,0,0,0,0,0,1627,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSP00000264954,ENSG00000109519,GRPEL1,4771522,494960,572091,835568,1253281,258700,264150,427551,433406,339752,4289411,1571672,4553626,1653498,169574,273386,227516,210230,722508,703640,338606,1644836,155709,404019,530163,1538981,1640687,71536,427169
ENSP00000264963,ENSG00000114988,LMAN2L,141763,30185,47504,39113,86976,98638,97878,94991,120489,111541,296422,98672,344032,159515,29721,44367,161338,151959,92498,82861,145050,39345,67808,130218,86320,156924,86321,8874,66713
ENSP00000264972,ENSG00000115085,ZAP70,8076,71940,7021,10210,393432,7485,9220,7162,7365,15902,12398,0,4997,116606,147119,53245,19125,1024,8036,5083,19918,75913,1239,140388,11282,4796,0,94916,112999
ENSP00000264977,ENSG00000073711,PPP2R3A,725,730,287,1409,1302,6710,1851,2590,493,1163,65226,3554,0,3222,4113,1831,0,3567,1204,2738,8651,1778,7457,11839,516,7218,0,199,172
ENSP00000264990,ENSG00000240303,ACAD11,31188,12448,12221,1358,105701,24351,9955,7854,40088,60781,171536,488346,1142253,8191,0,5060,157413,6329,4639,882,2562,224870,1297,1328,14598,237584,3336,318,5835
ENSP00000264993,ENSG00000091527,CDV3,1006127,1338461,1180168,537124,2078808,872659,1423363,677115,1438051,1607028,1441884,480039,1155229,3584343,657831,1173987,1115069,729948,692141,995053,885130,1945028,812943,935893,1374663,924649,881457,468354,1187105
ENSP00000398536;ENSP00000424107;ENSP00000264995,ENSG00000114686,MRPL3,217565,2684,61922,18678,195132,32069,64963,160343,15050,43279,696462,326104,243329,256079,7544,9485,4216,6014,115593,77357,133497,155100,37718,13972,100102,26485,30702,24294,53137
ENSP00000265000,ENSG00000109586,GALNT7,2342,15477,40507,181837,273504,32326,56247,34652,8357,77749,4107,3218,7607,62736,1408,6387,12853,25511,826825,143081,370490,163364,11153,18813,439769,9814,194492,2877,36719
ENSP00000265007,ENSG00000039600,SOX30,3563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15595,1136,0,0,0,19616,0,0,0
ENSP00000265016;ENSP00000371783,ENSG00000109743,BST1,9511,103318,7875,18335,479137,674337,55786,39338,75896,88323,35328,19597,14631,57647,9379,11453,40620,37894,210414,17521,176,45614,847906,47473,63245,9369,1817,5453,70212
ENSP00000265018,ENSG00000047662,FAM184B,9445,0,359,412,6023,0,685,679,4471,17216,0,50340,6163,8826,3958,0,5526,59623,15270,0,5029,1332,9936,0,304,6992,1844,0,4581
ENSP00000265023,ENSG00000113889,KNG1,2469472,1786634,184853,804491,1769903,1376853,4513986,832361,22966272,4840104,1145924,1870218,3696653,1389629,447948,2650667,147695,3437424,2668530,2668208,813723,871431,1234269,262645,3185709,3361797,766825,59045,1704649
ENSP00000265038,ENSG00000049167,ERCC8,18271,0,542,965,5818,1486,0,767,0,0,0,2296,1835,2057,280,5778,0,0,7583,8884,703,14084,0,0,0,2386,130,0,0
ENSP00000265056,ENSG00000073111,MCM2,14097,48007,6865,48465,190657,33157,54339,23474,4734,29240,23926,8860,5007,304445,36205,187319,12554,43554,20107,50939,4926,103621,6012,19120,30914,125699,12141,82580,20291
ENSP00000265062,ENSG00000075785,RAB7A,4509503,1975596,6034958,1980427,4892241,2566597,4120068,2558833,5700358,2535298,6282493,3546155,6394910,6038391,996820,2463641,1857223,5798858,4761898,4772542,3753660,2508152,1932486,3063578,3445325,8183279,4827674,803887,3477898
ENSP00000265069,ENSG00000056097,ZFR,103893,62347,144684,117155,107465,133474,78545,208938,65511,82409,102428,53788,268505,371729,42860,104657,106946,97316,66621,87007,53771,172836,61775,60264,74292,158828,47462,25818,75767
ENSP00000265070,ENSG00000113384,GOLPH3,88707,65261,89396,53058,347912,74763,84049,99548,32093,73320,76551,75851,319684,259965,9316,37225,381114,414525,200892,155511,388303,178164,17276,60439,156445,137059,104404,35275,65499
ENSP00000265071,ENSG00000113361,CDH6,2745,7865,24943,15178,12454,4535,74582,156625,15946,101822,7373,94625,2829,6853,7919,1223,7374,4916,22304,8667,0,13994,34375,7763,36225,384,3239,3,1990
ENSP00000265077,ENSG00000038427,VCAN,89911,183837,850308,80703,185993,268393,751900,48952,232424,1577292,1656206,160126,15688,423714,23459,439017,110804,438019,197447,206707,43241,55013,332106,31668,175327,316630,32500,4195,311369
ENSP00000265080,ENSG00000113319,RASGRF2,2250,928,68677,829,774,982,313,2429,16091,1656,20014,22,1356,6498,1254,543,16068,7345,3595,8201,1100,4212,311,3072,2112,843,426,114,0
ENSP00000265081,ENSG00000113318,MSH3,11840,6331,7027,9497,38834,12962,3482,11939,5458,13873,328332,6625,37246,30275,2178,27692,13347,21722,23440,14133,11862,21004,2480,8190,15754,10218,11987,7376,36828
ENSP00000265087,ENSG00000113739,STC2,235,0,23768,0,2767,4130,25451,1892,4214,20467,0,0,0,49675,269,660,0,8798,0,577,197,57769,1737,0,456,2947,33441,0,0
ENSP00000265097,ENSG00000051596,THOC3,15797,3428,40152,16834,157466,59678,27883,38174,55397,19305,5033,16830,53574,264355,31459,8369,12118,12153,118446,59890,32312,47159,33787,28482,27842,69140,22906,22603,67004
ENSP00000265104,ENSG00000039139,DNAH5,1472,19639,1042,5639,2836,1648,2963,160954,8269,7979,15913,1619,12549,5250,234,2258,4577,1924,55240,1853,65175,85645,526,25856,3965,3560,1311,3733,23949
ENSP00000265107,ENSG00000082068,WDR70,16504,23481,13155,24099,30187,13519,3979,15916,8169,13062,186,7786,30610,32678,15474,28147,13505,6882,7222,13626,10167,46789,9706,3809,18125,23332,12559,12945,25009
ENSP00000265131,ENSG00000041982,TNC,93122,551776,401870,127872,1652162,787435,2142812,35920,199521,3951655,786248,798624,526589,1914435,1755415,1308230,156524,547496,2062588,2757837,139476,698789,1668524,1482936,927157,26523,1481355,343162,1477354
ENSP00000265132,ENSG00000106927,AMBP,1791845,2622246,155407,1632031,2672926,1376629,3666546,654966,12124087,3187858,6077862,3267518,1747792,1114905,671850,3712480,1346268,2200077,2697203,2368793,1904928,1218812,1407816,480374,4475703,1548862,399001,48840,2071369
ENSP00000265136,ENSG00000106078,COBL,3682,0,32617,16075,44404,5217,34721,56668,3589,3841,562949,39379,173242,5613,1449,1094,22352,14169,112462,16329,130769,87095,471,3548,19420,828,2243,106,0
ENSP00000265138,ENSG00000113369,ARRDC3,0,0,70,0,0,184,0,153,0,0,0,0,0,694,45,0,0,7246,0,0,0,0,0,0,223,343,0,0,0
ENSP00000265148,ENSG00000138778,CENPE,4714,10409,3334,2143,2835,25313,54903,4454,33356,2196,18125,8582,3502,2678,5644,3856,959,5198,2350,15291,18720,124,1477,6901,2292,2606,2253,107,5705
ENSP00000265162,ENSG00000138792,ENPEP,39650,7674,5908,24495,193539,101986,55718,2323,344173,30624,28940,701196,398314,8567,3684,28815,36505,69172,23082,9565,13620,891549,103467,107945,15669,10980,17685,774,12324
ENSP00000265164,ENSG00000138794,CASP6,65632,61595,10901,356014,1031229,75711,108054,94597,70189,197507,136533,71483,359275,342970,23164,91291,259750,33763,295069,405859,85444,790223,51070,66826,222713,40255,35179,14849,212232
ENSP00000265174,ENSG00000138801,PAPSS1,106039,156750,148909,126471,154964,418739,132942,335072,72034,436401,29267,69553,149580,709478,61957,308096,473223,90915,329132,276323,239957,151189,60069,73956,293819,117211,103186,92401,263739
ENSP00000265191,ENSG00000112981,NME5,0,7890,0,0,1438,4316,4840,2144028,0,0,0,0,3667,8946,1633,0,1502,3199,0,0,0,920,0,0,0,28360,5878,0,0
ENSP00000265245,ENSG00000041802,LSG1,10484,27964,53957,20797,47325,17536,72443,41383,31863,31896,12074,8378,21845,82599,8950,3376236,9638,19091,54192,16646,43344,62697,6488,12896,36294,70085,15166,15014,34767
ENSP00000265260,ENSG00000081154,PCNP,1299237,1431274,433553,1313580,216792,1441978,1354804,1938004,922641,543586,602052,619417,523851,3213829,758515,676979,1854105,273325,6070,594178,611838,2296395,808225,665350,1123170,355145,315981,442247,1459912
ENSP00000265271,ENSG00000091009,RBM27,16353,16261,16712,20607,117937,63075,15813,38632,14672,25227,8838,18659,31960,59725,19397,24127,26625,19123,24775,35090,12361,64242,15127,13608,36291,54552,18981,23313,31042
ENSP00000265276,ENSG00000119927,GPAM,45265,7001,996,1531,1870,9720,8369,1626,700568,22306,18754,824,390326,9281,1144,4196,17710,3192,8160,22009,24635,6674,776,1242,3085,4742,3096,19095,403
ENSP00000265293;ENSP00000427772,ENSG00000113645,WWC1,22,412,16139,0,3314,1321,772,835,0,37,1549,667,0,943,560,205,4107,3702,1124,550,15740,3167,47216,1571,0,0,306,50,1736
ENSP00000265295,ENSG00000040275,SPDL1,2134,0,0,0,1097,0,0,13,0,1762,0,0,13864,18459,0,0,3583,0,0,0,0,682,1117,0,0,42534,4471,0,463
ENSP00000265299,ENSG00000106125,FAM188B,2123,2933,2410,2463,4983,735,957,5198,0,350,0,0,126205,19295,0,0,153,0,0,423,0,41898,137,0,1079,12981,399,0,155
ENSP00000265316,ENSG00000115657,ABCB6,50325,15306,70070,6138,6009,11742,8269,19884,30022,24822,36137,23506,95330,136995,977,13866,19958,10139,71041,14944,15066,22535,9665,10393,16534,84732,36837,1886,9935
ENSP00000265322,ENSG00000115425,PECR,96925,123958,65646,141203,1171853,19746,48264,174878,1097904,349359,2396,1134967,11177464,138740,90004,93965,208455,10490,200530,258513,43874,1235991,132393,48072,84617,24095,804842,6998,36115
ENSP00000265339,ENSG00000119048,UBE2B,64814,0,19182,0,0,0,0,11799,0,0,26319,25097,99621,31186,0,0,4469,76766,0,0,25435,19768,25794,4138,2228,0,8704,6932,0
ENSP00000265342,ENSG00000053108,FSTL4,1357,0,152,0,0,0,0,88,0,0,0,0,0,2172,0,0,529,70888,0,0,31308,340,0,0,0,0,0,0,0
ENSP00000265343,ENSG00000072364,AFF4,4329,2232,5955,3283,9776,2466,5777,10433,0,4084,2176,15074,6848,19892,706,2770,924,5144,7459,847,2515,31917,2064,1585,5200,4117,5022,1750,3661
ENSP00000438788;ENSP00000265348,ENSG00000044090,CUL7,5356,649,2151,955,7999,16972,7200,16931,2070,10726,13704,5733,12340,13463,3960,1116,16344,7294,3674,1708,2190,7484,7092,1754,18843,14392,2790,119,5666
ENSP00000265351,ENSG00000124571,XPO5,13302,7286,29429,6693,30480,24764,9031,21071,9980,16408,7140,7011,46306,93807,7470,22069,22124,33555,16362,16620,10579,37132,7173,9882,9270,61432,31217,8317,23076
ENSP00000265354,ENSG00000112658,SRF,0,0,488,0,1230,10199,0,1453,0,0,5872,0,0,0,109,1504,0,0,0,2484,7041,0,7883,0,509,645,0,6290,0
ENSP00000265379;ENSP00000309762,ENSG00000172752,COL6A5,496,454,51,1363,61919,0,5669,290,4648,2792,2097,5412,28472,2323,1033,49387,464,1314,17822,8615,712,35257,0,2717,21371,924,781,280,1033
ENSP00000265381,ENSG00000107282,APBA1,20833,16148,48639,6974,14347,11279,33809,16906,34801,19039,5346,3102,402358,11317,2531,5262,2480,65377,23118,14575,8403,5973,9951,9563,25277,10150,5395,1407,7381
ENSP00000265385;ENSP00000346219;ENSP00000345096;ENSP00000399400,ENSG00000106348,IMPDH1,35149,86597,5957,32347,62215,15528,80922,14968,141994,106183,8981,4279,14539,199776,59071,77038,181637,22687,112185,24544,58186,19330,19807,118107,57821,86785,300,27153,37296
ENSP00000265388,ENSG00000064419,TNPO3,48881,43019,123174,27780,63174,42363,28518,15634,54077,39685,22145,18072,500901,174036,37285,51221,48680,37938,25433,64348,28967,70054,98633,50960,75362,101298,24733,39536,32465
ENSP00000265395,ENSG00000106049,HIBADH,7071329,194808,1751656,682298,1813759,959783,1936646,1365404,3090685,1022551,8211858,6038774,13921392,1105161,227630,298452,886575,1399339,1479758,2193309,2175889,1646372,725201,515023,681931,2936950,4147248,99078,791675
ENSP00000265421,ENSG00000070501,POLB,32494,50123,14704,9476,94536,31727,46717,91240,12794,81384,54175,28896,78032,159133,46328,39729,64710,30814,172321,24901,114749,26170,49073,37207,46669,117466,23085,14706,74642
ENSP00000265431,ENSG00000104327,CALB1,217381,207040,512687,228979,44899,28815,24292,113173,565699,151753,54111,10480742,115134,110710,6398,124428,61851,16039,16281,327346,13453,20437,9851,1424,39320,1308253,14329,374,1822
ENSP00000265433,ENSG00000104320,NBN,34145,22260,31807,16371,48427,56772,41102,55125,17585,38392,25639,21864,77912,102644,10639,29206,58588,8577,69998,31523,19308,67820,14710,40444,59102,39232,21360,20902,23658
ENSP00000265441,ENSG00000105989,WNT2,2008,0,0,0,1225,5057,0,674,0,0,0,0,0,19542,0,0,0,52944,129289,2785,0,0,1279,0,0,0,0,100,10297
ENSP00000265447;ENSP00000398610;ENSP00000361305;ENSP00000404412,ENSG00000122359,ANXA11,387022,709924,957039,1205529,3181906,1072211,3382610,1938209,2133892,3034940,10411406,1692841,1081077,1814160,726217,1043402,1427541,1349643,3632513,2363709,886502,2866503,1116159,848898,2041606,813264,331666,588790,1806175
ENSP00000278836;ENSP00000265460,ENSG00000124920,MYRF,0,376,0,527,0,84,0,305,2032,812,0,0,0,0,0,0,40830,0,2128,0,0,0,0,0,1376,0,146,823,0
ENSP00000265462,ENSG00000126432,PRDX5,13629794,4542125,9922148,9287924,11137927,4110604,7785358,13129159,11854752,7753208,29540056,10158981,17469202,6470594,1002969,5322805,11563267,9168970,6918509,15348989,22403803,6242349,2314179,5845467,9710830,11300068,13019575,2310450,8706372
ENSP00000265465,ENSG00000014138,POLA2,1957,4386,21744,3880,16807,8289,11031,2939,0,5181,0,319,2343,25379,3725,4689,2249,2851,7614,13301,676,14957,312,2739,5611,17772,4140,7339,9434
ENSP00000265562,ENSG00000076201,PTPN23,158488,38965,262090,100830,219034,154604,132610,134063,73524,194953,118065,108058,194423,118284,26965,105905,240580,148593,175957,138945,100666,148640,125097,89233,173666,255535,153424,25261,88988
ENSP00000265564,ENSG00000075914,EXOSC7,8885,80122,74251,33302,103515,77553,52745,85461,11269,140662,51153,38099,54241,245529,35463,77810,20698,44465,96780,18099,1577,48574,61063,119213,69225,120781,18615,22023,81769
ENSP00000265565,ENSG00000114650,SCAP,11796,121,2426,917,4752,4503,1207,1838,0,642,4298,378,5530,13751,3267,1765,15257,0,0,3977,780,3628,222,149,555,27833,0,170,300
ENSP00000265586;ENSP00000333926,ENSG00000114770,ABCC5,0,59,0,0,1004,0,0,0,1020,0,0,0,0,17722,97,0,632,4690,659,1747,0,2081,0,0,906,248,11828,0,0
ENSP00000265594,ENSG00000078070,MCCC1,500637,52531,478427,300699,1014733,604016,1049435,162682,410873,183646,4154411,1964194,3801580,610816,78666,189485,886648,62657,362413,476592,1055370,579186,88104,786908,356767,518513,328158,53784,330268
ENSP00000265605,ENSG00000118514,ALDH8A1,419,208808,22504,59799,1803,50552,2730,162,34084,14269,27071,897991,8410686,23215,3673,9113,22486,5193,32711,12534,103331,5318,176,0,232195,5460,8437,1820,34133
ENSP00000265620,ENSG00000087460,GNAS,3478,0,8149,26105,122,41394,28374,1646,8254,18016,65411,1448,17898,42136,4247,19406,108496,38973,16842,0,339740,14814,267,16063,0,1721,22666,0,42273
ENSP00000265627,ENSG00000105852,PON3,6517,1611,8541,3156,19610,4086,6100,789,116057,3497,0,1079,3282542,13602,0,20141,0,0,5656,4359,111446,6666,4369,0,4554,42385,1080,4042,7623
ENSP00000265631,ENSG00000004864,SLC25A13,786420,43266,269054,423311,1165029,147545,172862,366076,220657,333427,1850493,1653400,12498444,684278,39778,133536,871855,480068,394132,343748,721944,611982,77431,297913,574052,710064,1287206,37926,138679
ENSP00000265634,ENSG00000106236,NPTX2,0,0,5050,22427,213,0,0,112,0,0,265,0,0,0,0,0,15121,307,0,0,0,970,0,1887,0,0,1331,0,0
ENSP00000265643,ENSG00000069482,GAL,0,89482,0,93005,75848,103697,222870,0,19081,1747992,0,15178,0,93553,0,13814,864117,37123,55862,135423,0,16075,0,0,247438,6522,0,0,678876
ENSP00000265686,ENSG00000110719,TCIRG1,270573,44331,2408,30148,24359,14986,41819,43382,83389,72773,30205,4219,52476,180807,5907,19779,4732,38003,47957,30087,7181,28958,5166,102953,21747,18037,37502,13448,86961
ENSP00000265689,ENSG00000110721,CHKA,7391,2271,7189,1077,14641,1356,1968119,0,0,1689,0,514,6211,864,114,2451,0,395,4704,1204,10471,16554,200,822,1992,48137,1315,3207,702
ENSP00000265709,ENSG00000029534,ANK1,918,500,0,433,0,0,0,341,0,1259,0,0,430,0,20,0,0,0,0,868,456,0,0,0,0,0,0,0,714
